Chapter,Clause,Content,Length
機關委託技術服務廠商評選及計費辦法,第十四條 2,第十一條第一項第十二款契約條款，應符合公平合理原則，並得包括下列事項：六、廠商應投保「專業責任保險」，所需保險費包含於服務費用項目之內。有關保險範圍、金額、期限、保單自負額之限制，由機關依服務案件特性定之。七、服務項目、履約期限及計費方式。八、各期進度規定，計算進度方式、付款方式及數額。九、服務範圍包括代辦訓練操作或維護人員者，機關受訓人員之旅費及生活費，應由機關自行支給，不包括在服務費用項目之內。十、廠商受委託所設計之計畫書及圖樣，其智慧財產權之歸屬。,229
機關委託技術服務廠商評選及計費辦法,第十四條 3,第十一條第一項第十二款契約條款，應符合公平合理原則，並得包括下列事項：十一、廠商規劃設計錯誤、監造不實或管理不善，致機關遭受損害之責任。十二、廠商對於委辦案件應秘密之事項及洩密之罰則。十三、廠商承辦監造服務時應提出之監造計畫。十四、廠商應依工作性質及約定專業服務項目向機關提出定期報表（日報、週報或月報），包括工作進度、工作人數及時數、異常狀況之分析及因應對策等，以供查核。十五、逾期與其他違約事項之規定及逾期違約金上限。十六、契約終止、解除及結算規定。前項第十一款之損害，機關得依個案特性及實際需要，於契約中明定其賠償之項目、範圍或上限，並得訂明其排除適用之情形。,283
機關委託技術服務廠商評選及計費辦法,第十五條 ,機關委託廠商辦理技術服務，應於招標文件規定得標廠商技術服務成果之智慧財產權歸屬及侵害第三人合法權益時由廠商負責處理並承擔一切法律責任。前項權利，機關得視需要取得授權，或取得部分或全部權利。,94
機關委託技術服務廠商評選及計費辦法,第十六條 ,機關委託廠商辦理技術服務，涉及廠商於投標時須提出設計圖或服務建議書者，應於招標文件載明機關對其他得獎圖說之使用條件及其範圍或權限，並得於招標文件規定經評選達一定分數或名次之未獲選廠商，發給一定金額之獎勵金。前項經評選達一定分數或名次之未獲選廠商所提出之設計圖或服務建議書，機關得依需要給與合理報酬後，取得授權，或取得全部或部分權利。,166
機關委託技術服務廠商評選及計費辦法,第十七條 1,機關委託廠商辦理可行性研究、規劃、設計或監造，其評選項目，除法令另有規定者外，得載明下列事項：一、廠商於技術服務項目之經驗及信譽。得包括優良、不良紀錄或事蹟。二、服務建議書之完整性、可行性及對服務事項之瞭解程度。三、工作計畫、預定進度及如期如質履約能力。得包括主要工作人數及尚在履約之契約件數、金額及是否逾期等情形。四、計畫主持人及主要工作人員之經驗、專長、最近三年之服務紀錄及主要工作人員具備本法專業知識之情形。得包括該等人員之優良、不良紀錄或事蹟。前項評選含競圖者，其評選項目得包括下列事項：一、設計作品之設計理念。二、設計作品之創意性及符合在地文化、生活美學程度。三、設計作品反映對機關需求之瞭解程度。第一項第一款及第四款所稱廠商或其計畫主持人或主要工作人員之優良、不良紀錄或事蹟，除廠商提出者外，機關得自行蒐集或至本法主管機關網站查詢。,372
機關委託技術服務廠商評選及計費辦法,第十七條 2,機關委託廠商辦理可行性研究、規劃、設計或監造，其評選項目，除法令另有規定者外，得載明下列事項：五、廠商之資源及其他支援能力。六、控制合理興建費用之方式。七、標的完成後使用及維護、營運管理之說明。八、服務費用、工程造價分析。九、住民參與、景觀設計、自然生態、節省能源、減少溫室氣體排放、保護環境、節約資源、經濟耐用、生活美學及性別、身心障礙、高齡、兒童等使用者友善環境等之說明。十、環境影響及工程風險之評估。十一、優良技術、工法及產品之採用。十二、廠商最近五年曾獲與評選案性質相同或類似之獎勵情形及過去履約績效。十三、其他與招標標的有關之事項。前項評選含競圖者，其評選項目得包括下列事項：一、設計作品之設計理念。二、設計作品之創意性及符合在地文化、生活美學程度。三、設計作品反映對機關需求之瞭解程度。,349
機關委託技術服務廠商評選及計費辦法,第十八條 1,機關委託廠商辦理專案管理，其評選項目，除法令另有規定者外，得視個案特性及實際需要載明下列事項：一、廠商於專案管理技術服務項目之經驗與信譽。得包括優良、不良紀錄或事蹟。二、服務建議書之完整性、可行性及對服務事項之瞭解程度。三、工作計畫、預定進度及如期如質履約能力。得包括主要工作人數及尚在履約之契約件數、金額及是否逾期等情形。四、計畫主持人及主要工作人員之經驗、能力、最近三年服務紀錄及主要工作人員具備本法專業知識之情形。得包括該等人員之優良、不良紀錄或事蹟。前項第一款及第四款所稱廠商或其計畫主持人或主要工作人員之優良、不良紀錄或事蹟，除廠商提出者外，機關得自行蒐集或至本法主管機關網站查詢。,296
機關委託技術服務廠商評選及計費辦法,第十八條 2,機關委託廠商辦理專案管理，其評選項目，除法令另有規定者外，得視個案特性及實際需要載明下列事項：五、廠商之資源及其他支援能力。六、服務費用。七、廠商最近五年曾獲與評選案性質相同或類似之獎勵情形及過去履約績效。八、其他與招標標的有關之事項。,118
機關委託技術服務廠商評選及計費辦法,第十九條 1,機關委託廠商辦理新建建築物之技術服務，其服務費用之採購金額在新臺幣五百萬元以上，且服務項目包括規劃、設計者，應要求廠商提出服務建議書及規劃、設計構想圖說(配置圖、平面圖、立面圖、剖面圖、透視圖等)，並應辦理競圖。技術服務涉及競圖者，招標文件除依第十一條規定者外，應另載明下列事項：一、計畫之目標及原則。二、工程名稱及地點。三、基地資料，包括土地權屬地籍圖謄本、都市計畫圖說、地形圖或現況實測圖、地質調查資料、可能存在之淹水、斷層等資料及其他相關資料。技術服務金額未達新臺幣五百萬元之規劃、設計採購，其採競圖方式辦理者，準用前項規定。但得不要求製作模型及彩繪透視圖。,282
機關委託技術服務廠商評選及計費辦法,第十九條 2,機關委託廠商辦理新建建築物之技術服務，其服務費用之採購金額在新臺幣五百萬元以上，且服務項目包括規劃、設計者，應要求廠商提出服務建議書及規劃、設計構想圖說(配置圖、平面圖、立面圖、剖面圖、透視圖等)，並應辦理競圖。技術服務涉及競圖者，招標文件除依第十一條規定者外，應另載明下列事項：四、規劃、設計內容，包括室內外空間用途、數量、使用人數或面積、使用方式、設備需求、特殊需求及其他需求。五、允許增減面積比率。六、工程經費概算。七、工程期限。八、圖說內容、比例尺、大小尺寸、張數及裱裝方式等。九、表現方式，包括模型、透視圖及顏色需求等。十、其他必要事項。技術服務金額未達新臺幣五百萬元之規劃、設計採購，其採競圖方式辦理者，準用前項規定。但得不要求製作模型及彩繪透視圖。,331
機關委託技術服務廠商評選及計費辦法,第二十條 ,機關辦理前條競圖，得採一階段或兩階段評選；其採兩階段評選者，辦理原則如下：一、第一階段評選以規劃及構想內容為限，第二階段評選包括實質設計內容。二、第一階段評選免廠商簡報程序。三、通過第一階段評選者，方得參與第二階段評選。四、第二階段評選除圖面及文字說明外，並得要求提供建築模型或彩繪透視圖。,145
機關委託技術服務廠商評選及計費辦法,第二十一條 ,機關委託廠商辦理技術服務之評選，應先審查資格文件。資格不合於招標文件之規定者，其他部分不予審查。機關評選結果應通知廠商，對未獲選者並應敘明其原因。,73
機關委託技術服務廠商評選及計費辦法,第二十二條 ,採購評選委員會評選優勝廠商，得不以一家為限。前項評選作業，準用本法有關最有利標之評選規定。,45
機關委託技術服務廠商評選及計費辦法,第二十三條 ,機關與評選優勝廠商之議價，應依下列方式之一辦理，並載明於招標文件：一、優勝廠商為一家者，以議價方式辦理。二、優勝廠商在二家以上者，依優勝序位，自最優勝者起，依序以議價方式辦理。但有二家以上廠商為同一優勝序位者，以標價低者優先議價。前項議價，不得降低或刪減招標文件之要求及廠商投標文件所承諾之事項。,148
機關委託技術服務廠商評選及計費辦法,第二十四條 ,機關依前條辦理議價之決標，應依下列規定之一辦理：一、招標文件已訂明固定之服務費用或費率者，依該服務費用或費率決標。二、招標文件未訂明固定服務費用或費率者，其超底價決標或廢標適用本法第五十三條第二項及第五十四條之規定。機關訂定前項第二款之底價，適用本法第四十六條規定。議價廠商之報價合理且在預算金額以內者，機關得依其報價訂定底價，照價決標。招標文件得訂明部分服務項目採固定服務費用或費率。,193
機關委託技術服務廠商評選及計費辦法,第二十五條 ,機關委託廠商辦理技術服務，其服務費用之計算，應視技術服務類別、性質、規模、工作範圍、工作區域、工作環境或工作期限等情形，就下列方式擇定一種或二種以上符合需要者訂明於契約：一、服務成本加公費法。二、建造費用百分比法。三、按月、按日或按時計酬法。四、總包價法或單價計算法。依前項計算之服務費用，應參酌一般收費情形核實議定。其必須核實另支費用者，應於契約內訂明項目及費用範圍。,185
機關委託技術服務廠商評選及計費辦法,第二十五條之一,機關委託廠商辦理技術服務，其服務費用得就履約期間各種技術服務工作事項所需人力之類別、人數、工作時間、薪資，及人力以外之其他相關費用，合理估算後編列預算，並作為擇定前條服務費用計算方式之參考。,95
機關委託技術服務廠商評選及計費辦法,第二十六條 1,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，其服務費用，得包括下列各款費用：一、直接費用：(一)直接薪資：包括直接從事委辦案件工作之建築師、技師、工程師、規劃、經濟、財務、法律、管理或營運等各種專家及其他工作人員之實際薪資，另加實際薪資之一定比率作為工作人員不扣薪假與特別休假之薪資費用；非經常性給與之獎金；及依法應由雇主負擔之勞工保險費、積欠工資墊償基金提繳費、全民健康保險費、勞工退休金。第一項第一款第一目工作人員不扣薪假與特別休假之薪資費用，得由機關依實際需要於招標文件明定為實際薪資之一定比率及給付條件，免檢據核銷。但不得超過實際薪資之百分之十六。第一項第一款第一目非經常性給與之獎金，得由機關依實際需要於招標文件明定為實際薪資之一定比率及給付條件，檢據核銷。但不得超過實際薪資之百分之三十。第一項第一款第一目依法應由雇主負擔之勞工保險費、積欠工資墊償基金提繳費、全民健康保險費、勞工退休金，由機關核實給付。,414
機關委託技術服務廠商評選及計費辦法,第二十六條 2,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，其服務費用，得包括下列各款費用：一、直接費用：(二)管理費用：包括未在直接薪資項下開支之管理及會計人員之薪資、保險費及退休金、辦公室費用、水電及冷暖氣費用、機器設備及傢俱等之折舊或租金、辦公事務費、機器設備之搬運費、郵電費、業務承攬費、廣告費、準備及結束工作所需費用、參加國內外職業及技術會議費用、業務及人力發展費用、研究費用或專業聯繫費用及有關之稅捐等。但全部管理費用不得超過直接薪資扣除非經常性給與之獎金後之百分之一百。第一項第二款公費，應為定額，不得按直接薪資及管理費之金額依一定比率增加，且全部公費不得超過直接薪資扣除非經常性給與之獎金後與管理費用合計金額之百分之二十五。,318
機關委託技術服務廠商評選及計費辦法,第二十六條 3,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，其服務費用，得包括下列各款費用：一、直接費用：(三)其他直接費用：包括執行委辦案件工作時所需直接薪資以外之各項直接費用。如差旅費、工地津貼、加班費、專業責任保險費、專案或工地辦公室及工地試驗室設置費、工地車輛費用、資料收集費、專利費、操作及維護人員之代訓費、電腦軟體製作費或使用費、測量、探查及試驗費或圖表報告之複製印刷費、外聘專家顧問報酬及有關之各項稅捐、會計師簽證費用等。,216
機關委託技術服務廠商評選及計費辦法,第二十六條 4,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，其服務費用，得包括下列各款費用：二、公費：指廠商提供技術服務所得之報酬，包括風險、利潤及有關之稅捐等。三、營業稅。,85
機關委託技術服務廠商評選及計費辦法,第二十七條 ,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，得於招標文件規定得標廠商服務費用降低或實際績效提高時，得依其情形給付廠商獎勵性報酬。前項獎勵性報酬之給付方式如下，由機關於招標文件中訂明：一、屬服務費用降低者，為所減省之契約價金金額之一定比率。二、屬實際績效提高者，依契約所載計算方式給付。前項第一款一定比率，以不逾百分之五十為限；第二款給付金額，以不逾契約價金總額或契約價金上限之百分之十為限。,201
機關委託技術服務廠商評選及計費辦法,第二十八條 ,機關委託廠商辦理技術服務，服務費用採服務成本加公費法者，應於契約訂明下列事項：一、廠商應記錄各項費用並備具憑證，機關視需要得自行或委託專業第三人至廠商處所辦理查核。二、成本上限及逾上限時之處理。前項第一款憑證，應包括各項費用之發票、收據、紀錄或報表；除契約另有規定外，憑證得為影本。,141
機關委託技術服務廠商評選及計費辦法,第二十九條 1,機關委託廠商辦理技術服務，服務費用採建造費用百分比法計費者，其服務費率應按工程內容、服務項目及難易度，參考附表一至附表四，訂定建造費用之費率級距及各級費率，簽報機關首長或其授權人員核定，並於招標文件中載明。服務項目屬附表所載不包括者，其費用不含於建造費用百分比法計費範圍，應單獨列項供廠商報價，或參考第二十五條之一規定估算結果，於招標文件中載明固定費用。第一項建造費用，指經機關核定之工程採購底價金額或評審委員會建議金額，不包括規費、規劃費、設計費、監造費、專案管理費、物價指數調整工程款、營業稅、土地及權利費用、法律費用、主辦機關所需工程管理費、承包商辦理工程之各項利息、保險費及招標文件所載其他除外費用。,304
機關委託技術服務廠商評選及計費辦法,第二十九條 2,機關委託廠商辦理技術服務，服務費用採建造費用百分比法計費者，其服務費率應按工程內容、服務項目及難易度，參考附表一至附表四，訂定建造費用之費率級距及各級費率，簽報機關首長或其授權人員核定，並於招標文件中載明。服務項目屬附表所載不包括者，其費用不含於建造費用百分比法計費範圍，應單獨列項供廠商報價，或參考第二十五條之一規定估算結果，於招標文件中載明固定費用。工程採購無底價且無評審委員會建議金額者，第一項建造費用以工程預算代之。但應扣除前項不包括之費用及稅捐等。第一項工程於履約期間有契約變更、終止或解除契約之情形者，服務費用得視實際情形協議增減之。其費用之計算由雙方協議依第二十五條規定之方式辦理。,298
機關委託技術服務廠商評選及計費辦法,第三十條 ,機關委託廠商辦理技術服務，服務費用採按月、按日或按時計酬法者，其薪資之計算得為下列方式之一；薪資以外之其他費用，可另行計算給付。一、採按月計酬法者，每月薪資可按契約所載工作人員月薪計算。二、採按日計酬法者，每日薪資可按契約所載工作人員日薪計算。三、採按時計酬法者，每時薪資可按契約所載工作人員時薪計算。,151
機關委託技術服務廠商評選及計費辦法,第三十一條 ,服務費用有下列情形之一者，應予另加：一、於設計核准後須變更者。二、超出技術服務契約或工程契約規定施工期限所需增加之監造、專案管理及相關費用。三、修改招標文件重行招標之服務費用。四、超過契約內容之設計報告製圖、送審、審圖等相關費用。前項各款另加之費用，得按服務成本加公費法計算或與廠商另行議定。第一項各款另加之費用，以不可歸責於廠商之事由，且經機關審查同意者為限。,181
機關委託技術服務廠商評選及計費辦法,第三十二條 ,機關委託辦理之技術服務，係在部分完成之狀態下由廠商接辦時，其所餘未完成部分之服務費用，除依第二十五條所定方式之一計算外，並應加計檢討已完成部分所需費用。但以經機關審查同意者為限。,89
機關委託技術服務廠商評選及計費辦法,第三十三條 ,服務須縮短時間完成者，得按縮短時間之程度酌增費用，其所增費用得專案議定。重覆性工程服務採用相同之設計圖說者，其設計費用應酌予折減給付。,67
機關委託技術服務廠商評選及計費辦法,第三十四條 ,廠商因不可歸責於其本身之事由，應機關要求對同一服務事項依不同條件辦理多次規劃或設計者，其重複規劃或設計之部分，機關應核實另給服務費用。但以經機關審查同意者為限。,80
機關委託技術服務廠商評選及計費辦法,第三十五條 ,機關因故必須變更部分委託服務內容時，得就服務事項或數量之增減情形，調整服務費用及工作期限。但已工作部分之服務費用且機關審查同意者，應核實給付。,71
機關委託技術服務廠商評選及計費辦法,第三十六條 ,廠商之服務費用，得於契約規定於訂約後預付一部分，其餘按月或分期支付。但各次付款金額及條件應予訂明。前項預付一部分者，以不逾契約價金總額或契約價金上限之百分之三十為原則。第一項服務費用按月或分期支付，且保留部分價金於完成全部服務項目後支付者，其保留額度以不逾契約價金之百分之二十為原則。,142
機關委託技術服務廠商評選及計費辦法,第三十七條 ,機關委託廠商辦理技術服務，其履約期間在一年以上者，得於契約內訂明自第二年起得隨臺灣地區專業、科學及技術服務業受雇員工平均經常性薪資指數逐月計算調整契約價金，並敘明其所適用之調整項目、調整方式及調整金額上限。,103
機關委託技術服務廠商評選及計費辦法,第三十八條 ,廠商承辦技術服務，其實際提供服務人員應於完成之圖樣及書表上簽署。其依法令須由執（開）業之專門職業及技術人員辦理者，應交由各該人員辦理，並依法辦理簽證。前項所稱圖樣及書表，包括其工作提出之預算書、設計圖、規範、施工說明書及其他依法令及契約應提出之文件。,125
機關委託技術服務廠商評選及計費辦法,第三十九條 ,機關委託廠商辦理技術服務，非依本法第二十二條第一項第九款辦理者，得準用本辦法之規定。,42
機關委託技術服務廠商評選及計費辦法,第四十條 ,本辦法自發布後三個月施行。本辦法修正條文自發布日施行。,27
機關委託社會福利服務廠商評選及計費辦法,第一條 ,本辦法依政府採購法(以下簡稱本法)第二十二條第三項規定訂定之。,31
機關委託社會福利服務廠商評選及計費辦法,第二條 ,機關以公開客觀評選方式委託廠商提供社會福利服務，服務費用在公告金額以上者，其廠商評選與服務費用之計算方式，依本辦法之規定。,61
機關委託社會福利服務廠商評選及計費辦法,第三條 ,本法第二十二條第一項第九款所定社會福利服務，包括兒童及少年福利、婦女福利、老人福利、身心障礙福利、家庭支持、社會救助、社會工作、志願服務、家庭暴力防治、性侵害防治、性騷擾防治、長期照顧業務、社區發展業務及其他與提供社會福利有關之服務。,117
機關委託社會福利服務廠商評選及計費辦法,第四條 1,機關委託廠商辦理社會福利服務，除法令另有規定外，其招標文件得視個案特性及實際需要載明下列事項：一、服務項目及工作範圍。二、廠商之資格條件及應檢附之文件。三、服務之提供方式與頻率。四、服務時程。五、提供服務工作人員之資格要件、人數及薪資。六、涉及材料、設施、設備或場所之提供者，其規格、圖說或條件。七、服務之工作範圍及內容明確者，其績效衡量指標、驗收項目及標準。前項第五款人員之薪資，應於招標文件規定採固定價格決標或不得低於一定金額。但其他法令另有規定者，不在此限。,232
機關委託社會福利服務廠商評選及計費辦法,第四條 2,機關委託廠商辦理社會福利服務，除法令另有規定外，其招標文件得視個案特性及實際需要載明下列事項：八、廠商應提出之社會福利服務建議書。其內容包括主要工作項目之時程、數量、價格、計畫內容等。九、智慧財產權之歸屬。十、場地、設施、設備、受贈財物之歸屬及維護權責。十一、評審項目、評審標準及評選方式。十二、與評選優勝廠商議價及決標之原則。2十三、計價及付款方式。十四、投標須知及契約條款。十五、廠商於評選時須提出簡報者，其進行方式。十六、預算或預計金額。十七、其他必要事項。,232
機關委託社會福利服務廠商評選及計費辦法,第五條 ,前條第一項第十一款評審項目，除法令另有規定外，得視個案特性及實際需要載明下列事項：一、廠商之專業人力、經驗或實績。二、廠商提供服務之服務場地、設施、設備。三、專案負責人及主要工作人員之經驗及能力。四、服務提供方式。五、履約能力。六、價格。七、建議書之完整性、可行性及對服務事項之瞭解程度。八、其他必要事項。,153
機關委託社會福利服務廠商評選及計費辦法,第六條 ,機關公開徵選廠商辦理社會福利服務之審查，其招標文件訂有廠商資格者，應先審查資格文件。資格不符合招標文件之規定者，其他部分不予審查。機關評選結果應通知廠商，對未獲選者並應敘明其原因。,90
機關委託社會福利服務廠商評選及計費辦法,第七條 ,採購評選委員會評選優勝廠商，得不以一家為限。前項評選作業，準用本法有關最有利標之評選規定。,45
機關委託社會福利服務廠商評選及計費辦法,第八條 ,機關與評選優勝廠商之議價及決標，應依下列方式辦理，並載明於招標文件：一、優勝廠商為一家者，以議價方式辦理。二、優勝廠商有二家以上者，依優勝序位，以議價方式辦理。有二家以上廠商為同一優勝序位者，擇配分最高之評選項目之得分合計值較高者，優先議價；如配分最高之評選項目有兩項以上者，以該等項目得分合計值較高3者，優先議價。得分仍相同者，抽籤決定之。,171
機關委託社會福利服務廠商評選及計費辦法,第九條 ,前條決標，應依下列規定辦理：一、招標文件已訂明固定服務費用或費率者，依該服務費用或費率決標。二、招標文件未訂明固定服務費用或費率者，其超底價決標或廢標適用本法第五十三條第二項及第五十四條之規定。機關依本法第四十六條規定訂定前項第二款之底價時，議價廠商之報價合理且在預算金額以內者，機關依其報價訂定底價，照價決標。招標文件已訂明固定服務費用或費率者，仍得訂明採部分項目依契約價金總額計算，部分項目依實際施作或供應之項目及數量計算。,214
機關委託社會福利服務廠商評選及計費辦法,第十條 ,機關委託廠商辦理社會福利服務，其服務費用之計算，應視社會福利服務之類別、性質、規模、工作範圍及內容或工作期間等情形，就下列方式擇符合需要者訂明於契約：一、總包價法或單價計算法。二、按月、按日或按時計酬法。依前項計算之服務費用，應參酌一般收費情形核實議定。但須核實另支費用者，應於契約內訂明項目及費用範圍。,152
機關委託社會福利服務廠商評選及計費辦法,第十一條 1,服務費用採總包價法或單價計算法得包括下列各款費用：一、服務人員直接薪資：包括提供服務工作人員之實際薪資，另加實際薪資之一定比率作為工作人員不扣薪假與特別休假代理人員之薪資費用；非經常性給與之獎金；依法應由雇主負擔之勞工保險費、積欠工資墊償基金提繳費、全民健康保險費、勞工退休準備金、勞工退休金；加班費及其他相關費用。廠商履約結果符合契約約定者，機關憑廠商開立之發票或收據，依契約約定之價金給付服務費用。,201
機關委託社會福利服務廠商評選及計費辦法,第十一條 2,服務費用採總包價法或單價計算法得包括下列各款費用：二、業務費用：包括執行委辦案件工作所需之差旅費、臨時酬勞費、專家學者出席費、講座鐘點費、外聘督導費、訓練費、膳食費、交通費、場地及佈置費、印刷費、翻譯費、資料收集費、教材或材料費、撰稿費、智慧財產權使用費、辦公室費用、水電及冷暖氣費用、設施設備及傢俱等之新增、維護及汰換、動產及不動產之折舊或租金、郵電費、宣導費、參加國內外專業會議費用、研究費用或專業聯繫費用、專利費、電腦軟體及硬體費及有關之各項稅捐、依法需辦理之簽證費用、會計師簽證費用及其他相關費用。廠商履約結果符合契約約定者，機關憑廠商開立之發票或收據，依契約約定之價金給付服務費用。,296
機關委託社會福利服務廠商評選及計費辦法,第十一條 3,服務費用採總包價法或單價計算法得包括下列各款費用：三、服務場地規劃或修繕所需費用。四、管理費用：包括廠商執行委辦案件工作時所需之管理費用，如非直接提供服務之管理及行政人員之薪資及退休金、保險費、行政事務費、準備及結束工作所需費用、利潤、風險及有關之稅捐及其他相關費用。五、營業稅。六、其他經機關認定之必要費用。廠商履約結果符合契約約定者，機關憑廠商開立之發票或收據，依契約約定之價金給付服務費用。,198
機關委託社會福利服務廠商評選及計費辦法,第十二條 ,服務費用採按月、按日或按時計酬法，其薪資之計算如下；薪資以外之其他費用，可另行計算給付：一、採按月計酬者，每月薪資可按契約所載工作人員月薪計算。二、採按日計酬者，每日薪資可按契約所載工作人員日薪計算。三、採按時計酬者，每時薪資可按契約所載工作人員時薪計算。,128
機關委託社會福利服務廠商評選及計費辦法,第十三條 ,第四條第二項之薪資固定價格，機關不得於議價時洽減。廠商履約期間提供服務之各類工作人員資格條件或其薪資結構如有異動，應提出變更之價格組成，敘明其如期履約能力不低於契約所約定，供機關審查後，辦理契約變更。,100
機關委託社會福利服務廠商評選及計費辦法,第十四條 ,機關委託廠商辦理社會福利服務，由機關提供場地、設施、設備供廠商使用，並由廠商負責維修、保險者，應合理編5列費用。前項場地、設施或設備之維修、汰換或保險費用難以估計者，得由機關於契約載明核實給付、給付上限及逾上限時之處理，或以另案採購方式辦理。,121
機關委託社會福利服務廠商評選及計費辦法,第十五條 ,機關委託廠商辦理社會福利服務，得於招標文件規定得標廠商實際績效提高時，依其情形給付廠商獎勵金。前項獎勵金給付總額，以不逾契約價金總額或契約價金上限百分之十為限。,80
機關委託社會福利服務廠商評選及計費辦法,第十六條 ,廠商之服務費用，得視個案特性及實際需要，於契約約定，訂約後預付部分費用，其餘按月或分期支付。但各次付款金額及條件應予訂明。前項預付部分費用，以不逾契約總額或預估給付總額百分之三十為原則，並載明已付之預付款須返還之情形及未能返還之處理方式；履約期間逾一年者，契約總額或預估給付總額以各年金額計算。,147
機關委託社會福利服務廠商評選及計費辦法,第十七條 ,機關委託廠商辦理社會福利服務，其履約期間逾一年者，得於契約內訂明自第二年起得隨物價指數調整契約價金，並敘明其適用之物價指數、調整項目、調整方式及調整金額上限。,79
機關委託社會福利服務廠商評選及計費辦法,第十八條 ,機關委託廠商辦理社會福利服務，應於徵選文件規定得標廠商服務成果之智慧財產權歸屬，及侵害第三人合法權益時由廠商負責處理並承擔一切法律責任。前項權利，機關得視需要取得部分或全部權利或取得授權。,94
機關委託社會福利服務廠商評選及計費辦法,第十九條 ,機關須變更部分委託服務內容時，得就服務事項或數量之增減情形，調整服務費用及工作期限。機關要求廠商執行契約約定範圍外之工作事項，因此增加之服務費用由機關與廠商另行議定之。,84
機關委託社會福利服務廠商評選及計費辦法,第二十條 ,機關委託廠商辦理社會福利服務，非依本法第二十二條第一項第九款辦理者，得準用本辦法之規定。,44
機關委託社會福利服務廠商評選及計費辦法,第二十一條 ,本辦法自發布日施行。,10
機關採購工作及審查小組設置及作業辦法訂定規定,第一條 ,本辦法依政府採購法（以下簡稱本法）第十一條之一第三項規定訂定之。,32
機關採購工作及審查小組設置及作業辦法訂定規定,第二條 ,機關辦理巨額工程採購，應成立採購工作及審查小組（以下簡稱本小組），其任務如下：一、協助審查採購需求與經費、採購策略、招標文件等事項。二、提供與採購有關事務之諮詢。,81
機關採購工作及審查小組設置及作業辦法訂定規定,第三條 ,本小組置委員五人以上，依採購特性及實際需要組成，其中一人為召集人，綜理審查及諮詢事宜，由機關首長或其指定之一級主管以上人員兼任；副召集人一人，襄助召集人處理審查及諮詢事宜。副召集人及其餘委員，由機關首長就本機關或其他機關具專業能力之人員派（聘）兼之；委員有增減或更換需要者，得隨時為之。本小組於完成審查及諮詢且無待處理事項後解散。,165
機關採購工作及審查小組設置及作業辦法訂定規定,第四條 ,機關於本小組成立時，應一併指派三人以上之工作人員，就審查及諮詢事項擬具會議資料，並辦理簽核、通知本小組開會、製作紀錄等行政作業；其中一人應具有採購專業人員資格。但任務事項單純者，工作人員得少於三人。,99
機關採購工作及審查小組設置及作業辦法訂定規定,第五條 ,本小組召開會議，由召集人召集並為主席；召集人無法出席或因故出缺時，由副召集人代理之。本小組會議，應有委員總額二分之一以上出席。本小組開會時，得視議題需要，邀請相關機關人員或專家、學者列席，協助審查及提供諮詢；並得通知機關主(會)計及政風單位列席，依權責協助提供意見。本小組委員及列席人員均為無給職。,149
機關採購工作及審查小組設置及作業辦法訂定規定,第六條 ,本小組委員應親自出席會議，不得代理。本小組委員辦理第二條之審查及諮詢，應以維護公共利益及公平合理為原則，並得請工作人員說明相關事實、爭點及法令。本小組委員對於依法須保密之事項，應保守秘密。列席人員及工作人員，亦同。本小組得視案件性質，由召集人或小組會議決定每位委員之分工及應負責之項目。,143
機關採購工作及審查小組設置及作業辦法訂定規定,第七條 ,本小組委員及列席人員，有本法第十五條第二項、採購評選委員會審議規則第十四條所定情形之一者，應自行迴避；機關發現其有應行迴避之情事而未依規定迴避者，應令其迴避。本小組工作人員有上開情形之一者，亦同。本小組委員、列席人員及工作人員就所審查及諮詢之採購案不得參加投標、作為決標對象或分包廠商或協助投標廠商；其任職之廠商，亦同。其有違反者，機關應不決標予該廠商。,177
機關採購工作及審查小組設置及作業辦法訂定規定,第八條 ,機關辦理財物、勞務及未達巨額之工程採購，依採購特性及實際需要，認有成立採購工作及審查小組之必要者，準用本辦法之規定。,58
機關採購工作及審查小組設置及作業辦法訂定規定,第八條之ㄧ,機關依本法第一百零一條第三項規定成立採購工作及審查小組者，其組成及作業程序，得參照第三條至第七條第一項之規定。但其委員組成，宜就本機關以外人員至少一人聘兼之，且至少宜有外聘委員一人出席。,93
機關採購工作及審查小組設置及作業辦法訂定規定,第九條 ,本辦法自發布日施行。,10
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第一條 ,本辦法依政府採購法(以下簡稱本法)第二十二條第二項規定訂定之。,31
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第二條 ,機關依本法第二十二條第一項第十四款邀請或委託具專業素養、特質或經公告審查優勝之文化、藝術專業人士、機構或團體表演、參與文藝活動或提供文化創意服務(以下簡稱藝文服務)，費用在公告金額以上者，其作業依本辦法之規定。,105
機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法條文,第三條 ,本法第二十二條第一項第十四款所稱文化、藝術專業人士、機構或團體（以下簡稱藝文業者），指經營、從事文化藝術獎助及促進條例第三條第二項所列各款事務之一，或係文化創意產業發展法第三條第一項所列各款產業之一，且具有相關專業知識、能力、造詣或技藝之自然人、法人、機構或團體。,132
